date,location,new_cases
2020-02-25,Austria,2.0
2020-02-26,Austria,0.0
2020-02-27,Austria,1.0
2020-02-28,Austria,0.0
2020-02-29,Austria,6.0
2020-03-01,Austria,5.0
2020-03-02,Austria,4.0
2020-03-03,Austria,3.0
2020-03-04,Austria,8.0
2020-03-05,Austria,12.0
2020-03-06,Austria,14.0
2020-03-07,Austria,24.0
2020-03-08,Austria,25.0
2020-03-09,Austria,27.0
2020-03-10,Austria,51.0
2020-03-11,Austria,64.0
2020-03-12,Austria,56.0
2020-03-13,Austria,202.0
2020-03-14,Austria,151.0
2020-03-15,Austria,205.0
2020-03-16,Austria,158.0
2020-03-17,Austria,314.0
2020-03-18,Austria,314.0
2020-03-19,Austria,367.0
2020-03-20,Austria,375.0
2020-03-21,Austria,426.0
2020-03-22,Austria,768.0
2020-03-23,Austria,892.0
2020-03-24,Austria,809.0
2020-03-25,Austria,305.0
2020-03-26,Austria,1321.0
2020-03-27,Austria,748.0
2020-03-28,Austria,614.0
2020-03-29,Austria,517.0
2020-03-30,Austria,830.0
2020-03-31,Austria,562.0
2020-04-01,Austria,531.0
2020-04-02,Austria,418.0
2020-04-03,Austria,395.0
2020-04-04,Austria,257.0
2020-04-05,Austria,270.0
2020-04-06,Austria,246.0
2020-04-07,Austria,342.0
2020-04-08,Austria,303.0
2020-04-09,Austria,302.0
2020-04-10,Austria,311.0
2020-04-11,Austria,251.0
2020-04-12,Austria,139.0
2020-04-13,Austria,96.0
2020-04-14,Austria,185.0
2020-04-15,Austria,110.0
2020-04-16,Austria,140.0
2020-04-17,Austria,119.0
2020-04-18,Austria,76.0
2020-04-19,Austria,78.0
2020-04-20,Austria,46.0
2020-04-21,Austria,78.0
2020-04-22,Austria,52.0
2020-04-23,Austria,77.0
2020-04-24,Austria,69.0
2020-04-25,Austria,77.0
2020-04-26,Austria,77.0
2020-04-27,Austria,49.0
2020-04-28,Austria,83.0
2020-04-29,Austria,45.0
2020-04-30,Austria,50.0
2020-05-01,Austria,79.0
2020-05-02,Austria,27.0
2020-05-03,Austria,39.0
2020-05-04,Austria,24.0
2020-05-05,Austria,29.0
2020-05-06,Austria,34.0
2020-05-07,Austria,68.0
2020-05-08,Austria,22.0
2020-05-09,Austria,59.0
2020-05-10,Austria,38.0
2020-05-11,Austria,11.0
2020-05-12,Austria,79.0
2020-05-13,Austria,36.0
2020-05-14,Austria,61.0
2020-05-15,Austria,51.0
2020-05-16,Austria,92.0
2020-05-17,Austria,41.0
2020-05-18,Austria,27.0
2020-05-19,Austria,52.0
2020-05-20,Austria,32.0
2020-05-21,Austria,51.0
2020-05-22,Austria,32.0
2020-05-23,Austria,50.0
2020-05-24,Austria,17.0
2020-05-25,Austria,36.0
2020-05-26,Austria,18.0
2020-05-27,Austria,34.0
2020-05-28,Austria,37.0
2020-05-29,Austria,27.0
2020-05-30,Austria,30.0
2020-05-31,Austria,46.0
2020-06-01,Austria,2.0
2020-06-02,Austria,26.0
2020-06-03,Austria,12.0
2020-06-04,Austria,34.0
2020-06-05,Austria,38.0
2020-06-06,Austria,55.0
2020-06-07,Austria,4.0
2020-06-08,Austria,66.0
2020-06-09,Austria,11.0
2020-06-10,Austria,26.0
2020-06-11,Austria,29.0
2020-06-12,Austria,30.0
2020-06-13,Austria,14.0
2020-06-14,Austria,31.0
2020-06-15,Austria,26.0
2020-06-16,Austria,54.0
2020-06-17,Austria,14.0
2020-06-18,Austria,20.0
2020-06-19,Austria,48.0
2020-06-20,Austria,52.0
2020-06-21,Austria,18.0
2020-06-22,Austria,39.0
2020-06-23,Austria,28.0
2020-06-24,Austria,41.0
2020-06-25,Austria,28.0
2020-06-26,Austria,45.0
2020-06-27,Austria,58.0
2020-06-28,Austria,74.0
2020-06-29,Austria,69.0
2020-06-30,Austria,43.0
2020-07-01,Austria,107.0
2020-07-02,Austria,68.0
2020-07-03,Austria,109.0
2020-07-04,Austria,115.0
2020-07-05,Austria,115.0
2020-07-06,Austria,85.0
2020-07-07,Austria,56.0
2020-07-08,Austria,92.0
2020-07-09,Austria,102.0
2020-07-10,Austria,94.0
2020-07-11,Austria,74.0
2020-07-12,Austria,114.0
2020-07-13,Austria,51.0
2020-07-14,Austria,73.0
2020-07-15,Austria,133.0
2020-07-16,Austria,116.0
2020-07-17,Austria,169.0
2020-07-18,Austria,134.0
2020-07-19,Austria,82.0
2020-07-20,Austria,88.0
2020-07-21,Austria,84.0
2020-07-22,Austria,102.0
2020-07-23,Austria,170.0
2020-07-24,Austria,115.0
2020-07-25,Austria,124.0
2020-07-26,Austria,134.0
2020-07-27,Austria,86.0
2020-07-28,Austria,119.0
2020-07-29,Austria,173.0
2020-07-30,Austria,105.0
2020-07-31,Austria,175.0
2020-08-01,Austria,82.0
2020-08-02,Austria,92.0
2020-08-03,Austria,81.0
2020-08-04,Austria,96.0
2020-08-05,Austria,85.0
2020-08-06,Austria,130.0
2020-08-07,Austria,141.0
2020-08-08,Austria,82.0
2020-08-09,Austria,114.0
2020-08-10,Austria,73.0
2020-08-11,Austria,139.0
2020-08-12,Austria,194.0
2020-08-13,Austria,155.0
2020-08-14,Austria,282.0
2020-08-15,Austria,303.0
2020-08-16,Austria,191.0
2020-08-17,Austria,164.0
2020-08-18,Austria,295.0
2020-08-19,Austria,255.0
2020-08-20,Austria,347.0
2020-08-21,Austria,331.0
2020-08-22,Austria,300.0
2020-08-23,Austria,191.0
2020-08-24,Austria,242.0
2020-08-25,Austria,211.0
2020-08-26,Austria,327.0
2020-08-27,Austria,328.0
2020-08-28,Austria,229.0
2020-08-29,Austria,395.0
2020-08-30,Austria,181.0
2020-08-31,Austria,272.0
2020-09-01,Austria,204.0
2020-09-02,Austria,327.0
2020-09-03,Austria,403.0
2020-09-04,Austria,357.0
2020-09-05,Austria,358.0
2020-09-06,Austria,184.0
2020-09-07,Austria,290.0
2020-09-08,Austria,520.0
2020-09-09,Austria,502.0
2020-09-10,Austria,664.0
2020-09-11,Austria,580.0
2020-09-12,Austria,869.0
2020-09-13,Austria,463.0
2020-09-14,Austria,382.0
2020-09-15,Austria,764.0
2020-09-16,Austria,768.0
2020-09-17,Austria,780.0
2020-09-18,Austria,808.0
2020-09-19,Austria,813.0
2020-09-20,Austria,621.0
2020-09-21,Austria,563.0
2020-09-22,Austria,645.0
2020-09-23,Austria,681.0
2020-09-24,Austria,832.0
2020-09-25,Austria,684.0
2020-09-26,Austria,714.0
2020-09-27,Austria,662.0
2020-09-28,Austria,556.0
2020-09-29,Austria,609.0
2020-09-30,Austria,772.0
2020-10-01,Austria,873.0
2020-10-02,Austria,688.0
2020-10-03,Austria,1058.0
2020-10-04,Austria,714.0
2020-10-05,Austria,750.0
2020-10-06,Austria,923.0
2020-10-07,Austria,1029.0
2020-10-08,Austria,1209.0
2020-10-09,Austria,1131.0
2020-10-10,Austria,1235.0
2020-10-11,Austria,896.0
2020-10-12,Austria,979.0
2020-10-13,Austria,1028.0
2020-10-14,Austria,1346.0
2020-10-15,Austria,1552.0
2020-10-16,Austria,1163.0
2020-10-17,Austria,1747.0
2020-10-18,Austria,1672.0
2020-10-19,Austria,1121.0
2020-10-20,Austria,1524.0
2020-10-21,Austria,1958.0
2020-10-22,Austria,2435.0
2020-10-23,Austria,2571.0
2020-10-24,Austria,3614.0
2020-10-25,Austria,2782.0
2020-10-26,Austria,2456.0
2020-10-27,Austria,2835.0
2020-10-28,Austria,3394.0
2020-10-29,Austria,4453.0
2020-10-30,Austria,5627.0
2020-10-31,Austria,5349.0
2020-11-01,Austria,4956.0
2020-11-02,Austria,4135.0
2020-11-03,Austria,4182.0
2020-11-04,Austria,6901.0
2020-11-05,Austria,7416.0
2020-11-06,Austria,6464.0
2020-11-07,Austria,8241.0
2020-11-08,Austria,5933.0
2020-11-09,Austria,5593.0
2020-11-10,Austria,6120.0
2020-11-11,Austria,7514.0
2020-11-12,Austria,9262.0
2020-11-13,Austria,9586.0
2020-11-14,Austria,7063.0
2020-11-15,Austria,5665.0
2020-11-16,Austria,4657.0
2020-11-17,Austria,5984.0
2020-11-18,Austria,7091.0
2020-11-19,Austria,6995.0
2020-11-20,Austria,6668.0
2020-11-21,Austria,6611.0
2020-11-22,Austria,5226.0
2020-11-23,Austria,3145.0
2020-11-24,Austria,4377.0
2020-11-25,Austria,5802.0
2020-11-26,Austria,5526.0
2020-11-27,Austria,4954.0
2020-11-28,Austria,4669.0
2020-11-29,Austria,4047.0
2020-11-30,Austria,2748.0
2020-12-01,Austria,3033.0
2020-12-02,Austria,3972.0
2020-12-03,Austria,3969.0
2020-12-04,Austria,3815.0
2020-12-05,Austria,3444.0
2020-12-06,Austria,2741.0
2020-12-07,Austria,2263.0
2020-12-08,Austria,2377.0
2020-12-09,Austria,2932.0
2020-12-10,Austria,2686.0
2020-12-11,Austria,2893.0
2020-12-12,Austria,3241.0
2020-12-13,Austria,2641.0
2020-12-14,Austria,2588.0
2020-12-15,Austria,2628.0
2020-12-16,Austria,2664.0
2020-12-17,Austria,2485.0
2020-12-18,Austria,2085.0
2020-12-19,Austria,2296.0
2020-12-20,Austria,1645.0
2020-12-21,Austria,1519.0
2020-12-22,Austria,1853.0
2020-12-23,Austria,2131.0
2020-12-24,Austria,2847.0
2020-12-25,Austria,1851.0
2020-12-26,Austria,1429.0
2020-12-27,Austria,1408.0
2020-12-28,Austria,1592.0
2020-12-29,Austria,1868.0
2020-12-30,Austria,2550.0
2020-12-31,Austria,2913.0
2021-01-01,Austria,2096.0
2021-01-02,Austria,1391.0
2021-01-03,Austria,1466.0
2021-01-04,Austria,1642.0
2021-01-05,Austria,2311.0
2021-01-06,Austria,2469.0
2021-01-07,Austria,2540.0
2021-01-08,Austria,2063.0
2021-01-09,Austria,2278.0
2021-01-10,Austria,1651.0
2021-01-11,Austria,1536.0
2021-01-12,Austria,1575.0
2021-01-13,Austria,1917.0
2021-01-14,Austria,3510.0
2021-01-15,Austria,1528.0
2021-01-16,Austria,1723.0
2021-01-17,Austria,1267.0
2021-01-18,Austria,1161.0
2021-01-19,Austria,1486.0
2021-01-20,Austria,1671.0
2021-01-21,Austria,1702.0
2021-01-22,Austria,2088.0
2021-01-23,Austria,1626.0
2021-01-24,Austria,1202.0
2021-01-25,Austria,1009.0
2021-01-26,Austria,1417.0
2021-01-27,Austria,1641.0
2021-01-28,Austria,1449.0
2021-01-29,Austria,1500.0
2021-01-30,Austria,1478.0
2021-01-31,Austria,1190.0
2021-02-01,Austria,1124.0
2021-02-02,Austria,1241.0
2021-02-03,Austria,1520.0
2021-02-04,Austria,1518.0
2021-02-05,Austria,1388.0
2021-02-06,Austria,1333.0
2021-02-07,Austria,1317.0
2021-02-08,Austria,1057.0
2021-02-09,Austria,1197.0
2021-02-10,Austria,1469.0
2021-02-11,Austria,1577.0
2021-02-12,Austria,1731.0
2021-02-13,Austria,1433.0
2021-02-14,Austria,1184.0
2021-02-15,Austria,1225.0
2021-02-16,Austria,1427.0
2021-02-17,Austria,1735.0
2021-02-18,Austria,1967.0
2021-02-19,Austria,1818.0
2021-02-20,Austria,1877.0
2021-02-21,Austria,1838.0
2021-02-22,Austria,1270.0
2021-02-23,Austria,1727.0
2021-02-24,Austria,2005.0
2021-02-25,Austria,2391.0
2021-02-26,Austria,2093.0
2021-02-27,Austria,2457.0
2021-02-28,Austria,2123.0
2021-03-01,Austria,1409.0
2021-03-02,Austria,1920.0
2021-03-03,Austria,2553.0
2021-03-04,Austria,2324.0
2021-03-05,Austria,2668.0
2021-03-06,Austria,2557.0
2021-03-07,Austria,2199.0
2021-03-08,Austria,1910.0
2021-03-09,Austria,2411.0
2021-03-10,Austria,2528.0
2021-03-11,Austria,2997.0
2021-03-12,Austria,3126.0
2021-03-13,Austria,3023.0
2021-03-14,Austria,2503.0
2021-03-15,Austria,1896.0
2021-03-16,Austria,2425.0
2021-03-17,Austria,3335.0
2021-03-18,Austria,3357.0
2021-03-19,Austria,3515.0
2021-03-20,Austria,3344.0
2021-03-21,Austria,2713.0
2021-03-22,Austria,2412.0
2021-03-23,Austria,3415.0
2021-03-24,Austria,3289.0
2021-03-25,Austria,3124.0
2021-03-26,Austria,3895.0
2021-03-27,Austria,3498.0
2021-03-28,Austria,2679.0
2021-03-29,Austria,3076.0
2021-03-30,Austria,3001.0
2021-03-31,Austria,3687.0
2021-04-01,Austria,3363.0
2021-04-02,Austria,3137.0
2021-04-03,Austria,3283.0
2021-04-04,Austria,2743.0
2021-04-05,Austria,2217.0
2021-04-06,Austria,1935.0
2021-04-07,Austria,3101.0
2021-04-08,Austria,2906.0
2021-04-09,Austria,2702.0
2021-04-10,Austria,3139.0
2021-04-11,Austria,2252.0
2021-04-12,Austria,1943.0
2021-04-13,Austria,2313.0
2021-04-14,Austria,2942.0
2021-04-15,Austria,2678.0
2021-04-16,Austria,2416.0
2021-04-17,Austria,2048.0
2021-04-18,Austria,2076.0
2021-04-19,Austria,2117.0
2021-04-20,Austria,2026.0
2021-04-21,Austria,2523.0
2021-04-22,Austria,2405.0
2021-04-23,Austria,2329.0
2021-04-24,Austria,2131.0
2021-04-25,Austria,2025.0
2021-04-26,Austria,1566.0
2021-04-27,Austria,1625.0
2021-04-28,Austria,2340.0
2021-04-29,Austria,2229.0
2021-04-30,Austria,2131.0
2021-05-01,Austria,1615.0
2021-05-02,Austria,1625.0
2020-02-04,Belgium,1.0
2020-02-05,Belgium,0.0
2020-02-06,Belgium,0.0
2020-02-07,Belgium,0.0
2020-02-08,Belgium,0.0
2020-02-09,Belgium,0.0
2020-02-10,Belgium,0.0
2020-02-11,Belgium,0.0
2020-02-12,Belgium,0.0
2020-02-13,Belgium,0.0
2020-02-14,Belgium,0.0
2020-02-15,Belgium,0.0
2020-02-16,Belgium,0.0
2020-02-17,Belgium,0.0
2020-02-18,Belgium,0.0
2020-02-19,Belgium,0.0
2020-02-20,Belgium,0.0
2020-02-21,Belgium,0.0
2020-02-22,Belgium,0.0
2020-02-23,Belgium,0.0
2020-02-24,Belgium,0.0
2020-02-25,Belgium,0.0
2020-02-26,Belgium,0.0
2020-02-27,Belgium,0.0
2020-02-28,Belgium,0.0
2020-02-29,Belgium,0.0
2020-03-01,Belgium,1.0
2020-03-02,Belgium,6.0
2020-03-03,Belgium,5.0
2020-03-04,Belgium,10.0
2020-03-05,Belgium,27.0
2020-03-06,Belgium,59.0
2020-03-07,Belgium,60.0
2020-03-08,Belgium,31.0
2020-03-09,Belgium,39.0
2020-03-10,Belgium,28.0
2020-03-11,Belgium,47.0
2020-03-12,Belgium,0.0
2020-03-13,Belgium,245.0
2020-03-14,Belgium,130.0
2020-03-15,Belgium,197.0
2020-03-16,Belgium,172.0
2020-03-17,Belgium,185.0
2020-03-18,Belgium,243.0
2020-03-19,Belgium,309.0
2020-03-20,Belgium,462.0
2020-03-21,Belgium,558.0
2020-03-22,Belgium,586.0
2020-03-23,Belgium,342.0
2020-03-24,Belgium,526.0
2020-03-25,Belgium,668.0
2020-03-26,Belgium,1298.0
2020-03-27,Belgium,1049.0
2020-03-28,Belgium,1850.0
2020-03-29,Belgium,1702.0
2020-03-30,Belgium,1063.0
2020-03-31,Belgium,876.0
2020-04-01,Belgium,1189.0
2020-04-02,Belgium,1384.0
2020-04-03,Belgium,1422.0
2020-04-04,Belgium,1661.0
2020-04-05,Belgium,1260.0
2020-04-06,Belgium,1123.0
2020-04-07,Belgium,1380.0
2020-04-08,Belgium,1209.0
2020-04-09,Belgium,1580.0
2020-04-10,Belgium,1684.0
2020-04-11,Belgium,1351.0
2020-04-12,Belgium,1629.0
2020-04-13,Belgium,942.0
2020-04-14,Belgium,530.0
2020-04-15,Belgium,2454.0
2020-04-16,Belgium,1236.0
2020-04-17,Belgium,1329.0
2020-04-18,Belgium,1045.0
2020-04-19,Belgium,1313.0
2020-04-20,Belgium,1487.0
2020-04-21,Belgium,973.0
2020-04-22,Belgium,933.0
2020-04-23,Belgium,908.0
2020-04-24,Belgium,1496.0
2020-04-25,Belgium,1032.0
2020-04-26,Belgium,809.0
2020-04-27,Belgium,553.0
2020-04-28,Belgium,647.0
2020-04-29,Belgium,525.0
2020-04-30,Belgium,660.0
2020-05-01,Belgium,513.0
2020-05-02,Belgium,485.0
2020-05-03,Belgium,389.0
2020-05-04,Belgium,361.0
2020-05-05,Belgium,242.0
2020-05-06,Belgium,272.0
2020-05-07,Belgium,639.0
2020-05-08,Belgium,591.0
2020-05-09,Belgium,585.0
2020-05-10,Belgium,485.0
2020-05-11,Belgium,368.0
2020-05-12,Belgium,330.0
2020-05-13,Belgium,202.0
2020-05-14,Belgium,307.0
2020-05-15,Belgium,356.0
2020-05-16,Belgium,345.0
2020-05-17,Belgium,291.0
2020-05-18,Belgium,279.0
2020-05-19,Belgium,232.0
2020-05-20,Belgium,192.0
2020-05-21,Belgium,252.0
2020-05-22,Belgium,276.0
2020-05-23,Belgium,299.0
2020-05-24,Belgium,282.0
2020-05-25,Belgium,250.0
2020-05-26,Belgium,113.0
2020-05-27,Belgium,137.0
2020-05-28,Belgium,257.0
2020-05-29,Belgium,212.0
2020-05-30,Belgium,125.0
2020-05-31,Belgium,195.0
2020-06-01,Belgium,136.0
2020-06-02,Belgium,98.0
2020-06-03,Belgium,70.0
2020-06-04,Belgium,82.0
2020-06-05,Belgium,140.0
2020-06-06,Belgium,165.0
2020-06-07,Belgium,154.0
2020-06-08,Belgium,122.0
2020-06-09,Belgium,89.0
2020-06-10,Belgium,132.0
2020-06-11,Belgium,142.0
2020-06-12,Belgium,108.0
2020-06-13,Belgium,99.0
2020-06-14,Belgium,111.0
2020-06-15,Belgium,71.0
2020-06-16,Belgium,55.0
2020-06-17,Belgium,89.0
2020-06-18,Belgium,104.0
2020-06-19,Belgium,128.0
2020-06-20,Belgium,74.0
2020-06-21,Belgium,0.0
2020-06-22,Belgium,0.0
2020-06-23,Belgium,260.0
2020-06-24,Belgium,88.0
2020-06-25,Belgium,109.0
2020-06-26,Belgium,99.0
2020-06-27,Belgium,103.0
2020-06-28,Belgium,86.0
2020-06-29,Belgium,66.0
2020-06-30,Belgium,66.0
2020-07-01,Belgium,82.0
2020-07-02,Belgium,89.0
2020-07-03,Belgium,129.0
2020-07-04,Belgium,111.0
2020-07-05,Belgium,178.0
2020-07-06,Belgium,42.0
2020-07-07,Belgium,0.0
2020-07-08,Belgium,65.0
2020-07-09,Belgium,87.0
2020-07-10,Belgium,147.0
2020-07-11,Belgium,112.0
2020-07-12,Belgium,238.0
2020-07-13,Belgium,0.0
2020-07-14,Belgium,74.0
2020-07-15,Belgium,91.0
2020-07-16,Belgium,366.0
2020-07-17,Belgium,261.0
2020-07-18,Belgium,207.0
2020-07-19,Belgium,0.0
2020-07-20,Belgium,388.0
2020-07-21,Belgium,164.0
2020-07-22,Belgium,369.0
2020-07-23,Belgium,220.0
2020-07-24,Belgium,352.0
2020-07-25,Belgium,528.0
2020-07-26,Belgium,299.0
2020-07-27,Belgium,402.0
2020-07-28,Belgium,234.0
2020-07-29,Belgium,673.0
2020-07-30,Belgium,671.0
2020-07-31,Belgium,745.0
2020-08-01,Belgium,651.0
2020-08-02,Belgium,447.0
2020-08-03,Belgium,465.0
2020-08-04,Belgium,334.0
2020-08-05,Belgium,510.0
2020-08-06,Belgium,858.0
2020-08-07,Belgium,768.0
2020-08-08,Belgium,617.0
2020-08-09,Belgium,751.0
2020-08-10,Belgium,468.0
2020-08-11,Belgium,388.0
2020-08-12,Belgium,639.0
2020-08-13,Belgium,544.0
2020-08-14,Belgium,922.0
2020-08-15,Belgium,756.0
2020-08-16,Belgium,454.0
2020-08-17,Belgium,211.0
2020-08-18,Belgium,363.0
2020-08-19,Belgium,582.0
2020-08-20,Belgium,699.0
2020-08-21,Belgium,716.0
2020-08-22,Belgium,574.0
2020-08-23,Belgium,468.0
2020-08-24,Belgium,156.0
2020-08-25,Belgium,355.0
2020-08-26,Belgium,583.0
2020-08-27,Belgium,470.0
2020-08-28,Belgium,452.0
2020-08-29,Belgium,647.0
2020-08-30,Belgium,443.0
2020-08-31,Belgium,194.0
2020-09-01,Belgium,251.0
2020-09-02,Belgium,424.0
2020-09-03,Belgium,633.0
2020-09-04,Belgium,630.0
2020-09-05,Belgium,651.0
2020-09-06,Belgium,542.0
2020-09-07,Belgium,402.0
2020-09-08,Belgium,372.0
2020-09-09,Belgium,550.0
2020-09-10,Belgium,877.0
2020-09-11,Belgium,969.0
2020-09-12,Belgium,941.0
2020-09-13,Belgium,977.0
2020-09-14,Belgium,851.0
2020-09-15,Belgium,489.0
2020-09-16,Belgium,1153.0
2020-09-17,Belgium,2028.0
2020-09-18,Belgium,1673.0
2020-09-19,Belgium,1099.0
2020-09-20,Belgium,1547.0
2020-09-21,Belgium,1097.0
2020-09-22,Belgium,1834.0
2020-09-23,Belgium,1661.0
2020-09-24,Belgium,1881.0
2020-09-25,Belgium,2208.0
2020-09-26,Belgium,1827.0
2020-09-27,Belgium,1376.0
2020-09-28,Belgium,1174.0
2020-09-29,Belgium,1762.0
2020-09-30,Belgium,1337.0
2020-10-01,Belgium,2607.0
2020-10-02,Belgium,3175.0
2020-10-03,Belgium,3389.0
2020-10-04,Belgium,2612.0
2020-10-05,Belgium,1968.0
2020-10-06,Belgium,2088.0
2020-10-07,Belgium,3577.0
2020-10-08,Belgium,5728.0
2020-10-09,Belgium,5385.0
2020-10-10,Belgium,7950.0
2020-10-11,Belgium,5327.0
2020-10-12,Belgium,3622.0
2020-10-13,Belgium,7360.0
2020-10-14,Belgium,8271.0
2020-10-15,Belgium,10448.0
2020-10-16,Belgium,10192.0
2020-10-17,Belgium,10964.0
2020-10-18,Belgium,9138.0
2020-10-19,Belgium,8227.0
2020-10-20,Belgium,9679.0
2020-10-21,Belgium,13227.0
2020-10-22,Belgium,16746.0
2020-10-23,Belgium,17568.0
2020-10-24,Belgium,17709.0
2020-10-25,Belgium,15622.0
2020-10-26,Belgium,12687.0
2020-10-27,Belgium,13571.0
2020-10-28,Belgium,21048.0
2020-10-29,Belgium,23921.0
2020-10-30,Belgium,20056.0
2020-10-31,Belgium,16915.0
2020-11-01,Belgium,11789.0
2020-11-02,Belgium,6337.0
2020-11-03,Belgium,5186.0
2020-11-04,Belgium,15672.0
2020-11-05,Belgium,11128.0
2020-11-06,Belgium,8703.0
2020-11-07,Belgium,6124.0
2020-11-08,Belgium,6621.0
2020-11-09,Belgium,2393.0
2020-11-10,Belgium,4293.0
2020-11-11,Belgium,7916.0
2020-11-12,Belgium,5002.0
2020-11-13,Belgium,4619.0
2020-11-14,Belgium,6268.0
2020-11-15,Belgium,4659.0
2020-11-16,Belgium,1932.0
2020-11-17,Belgium,2734.0
2020-11-18,Belgium,5182.0
2020-11-19,Belgium,4477.0
2020-11-20,Belgium,3416.0
2020-11-21,Belgium,3224.0
2020-11-22,Belgium,1875.0
2020-11-23,Belgium,1123.0
2020-11-24,Belgium,1901.0
2020-11-25,Belgium,3164.0
2020-11-26,Belgium,2565.0
2020-11-27,Belgium,3297.0
2020-11-28,Belgium,3619.0
2020-11-29,Belgium,2151.0
2020-11-30,Belgium,746.0
2020-12-01,Belgium,1867.0
2020-12-02,Belgium,3040.0
2020-12-03,Belgium,2605.0
2020-12-04,Belgium,2582.0
2020-12-05,Belgium,2503.0
2020-12-06,Belgium,1814.0
2020-12-07,Belgium,859.0
2020-12-08,Belgium,1957.0
2020-12-09,Belgium,3071.0
2020-12-10,Belgium,2754.0
2020-12-11,Belgium,0.0
2020-12-12,Belgium,2762.0
2020-12-13,Belgium,4978.0
2020-12-14,Belgium,1074.0
2020-12-15,Belgium,2211.0
2020-12-16,Belgium,3636.0
2020-12-17,Belgium,3146.0
2020-12-18,Belgium,2835.0
2020-12-19,Belgium,2721.0
2020-12-20,Belgium,2170.0
2020-12-21,Belgium,981.0
2020-12-22,Belgium,2198.0
2020-12-23,Belgium,3212.0
2020-12-24,Belgium,2583.0
2020-12-25,Belgium,2342.0
2020-12-26,Belgium,784.0
2020-12-27,Belgium,847.0
2020-12-28,Belgium,857.0
2020-12-29,Belgium,1677.0
2020-12-30,Belgium,2831.0
2020-12-31,Belgium,2254.0
2021-01-01,Belgium,1793.0
2021-01-02,Belgium,880.0
2021-01-03,Belgium,842.0
2021-01-04,Belgium,876.0
2021-01-05,Belgium,1848.0
2021-01-06,Belgium,2997.0
2021-01-07,Belgium,2923.0
2021-01-08,Belgium,2048.0
2021-01-09,Belgium,1991.0
2021-01-10,Belgium,1569.0
2021-01-11,Belgium,960.0
2021-01-12,Belgium,2099.0
2021-01-13,Belgium,2927.0
2021-01-14,Belgium,2637.0
2021-01-15,Belgium,2203.0
2021-01-16,Belgium,2120.0
2021-01-17,Belgium,1630.0
2021-01-18,Belgium,932.0
2021-01-19,Belgium,1479.0
2021-01-20,Belgium,3006.0
2021-01-21,Belgium,2571.0
2021-01-22,Belgium,2444.0
2021-01-23,Belgium,2583.0
2021-01-24,Belgium,1812.0
2021-01-25,Belgium,1192.0
2021-01-26,Belgium,1784.0
2021-01-27,Belgium,3020.0
2021-01-28,Belgium,2775.0
2021-01-29,Belgium,2683.0
2021-01-30,Belgium,2717.0
2021-01-31,Belgium,2316.0
2021-02-01,Belgium,1264.0
2021-02-02,Belgium,1854.0
2021-02-03,Belgium,3124.0
2021-02-04,Belgium,2452.0
2021-02-05,Belgium,2585.0
2021-02-06,Belgium,2438.0
2021-02-07,Belgium,1740.0
2021-02-08,Belgium,873.0
2021-02-09,Belgium,1851.0
2021-02-10,Belgium,2617.0
2021-02-11,Belgium,2149.0
2021-02-12,Belgium,2120.0
2021-02-13,Belgium,1895.0
2021-02-14,Belgium,1516.0
2021-02-15,Belgium,857.0
2021-02-16,Belgium,1717.0
2021-02-17,Belgium,2677.0
2021-02-18,Belgium,2420.0
2021-02-19,Belgium,3437.0
2021-02-20,Belgium,2640.0
2021-02-21,Belgium,2094.0
2021-02-22,Belgium,1121.0
2021-02-23,Belgium,2102.0
2021-02-24,Belgium,3113.0
2021-02-25,Belgium,3076.0
2021-02-26,Belgium,2769.0
2021-02-27,Belgium,2760.0
2021-02-28,Belgium,2097.0
2021-03-01,Belgium,783.0
2021-03-02,Belgium,2050.0
2021-03-03,Belgium,3264.0
2021-03-04,Belgium,2643.0
2021-03-05,Belgium,2759.0
2021-03-06,Belgium,2799.0
2021-03-07,Belgium,2082.0
2021-03-08,Belgium,1117.0
2021-03-09,Belgium,2163.0
2021-03-10,Belgium,3434.0
2021-03-11,Belgium,3503.0
2021-03-12,Belgium,3615.0
2021-03-13,Belgium,3598.0
2021-03-14,Belgium,2962.0
2021-03-15,Belgium,1578.0
2021-03-16,Belgium,3165.0
2021-03-17,Belgium,5116.0
2021-03-18,Belgium,4659.0
2021-03-19,Belgium,5140.0
2021-03-20,Belgium,0.0
2021-03-21,Belgium,9065.0
2021-03-22,Belgium,2232.0
2021-03-23,Belgium,3537.0
2021-03-24,Belgium,6315.0
2021-03-25,Belgium,5518.0
2021-03-26,Belgium,6123.0
2021-03-27,Belgium,5332.0
2021-03-28,Belgium,4694.0
2021-03-29,Belgium,2179.0
2021-03-30,Belgium,3906.0
2021-03-31,Belgium,5611.0
2021-04-01,Belgium,5467.0
2021-04-02,Belgium,4665.0
2021-04-03,Belgium,4889.0
2021-04-04,Belgium,3522.0
2021-04-05,Belgium,1968.0
2021-04-06,Belgium,1709.0
2021-04-07,Belgium,3539.0
2021-04-08,Belgium,4845.0
2021-04-09,Belgium,4860.0
2021-04-10,Belgium,4570.0
2021-04-11,Belgium,2989.0
2021-04-12,Belgium,1753.0
2021-04-13,Belgium,3374.0
2021-04-14,Belgium,4713.0
2021-04-15,Belgium,3993.0
2021-04-16,Belgium,3904.0
2021-04-17,Belgium,3787.0
2021-04-18,Belgium,2996.0
2021-04-19,Belgium,1630.0
