date,location,new_cases
2020-10-27,Switzerland,5949.0
2020-10-28,Switzerland,8616.0
2020-10-29,Switzerland,9386.0
2020-10-30,Switzerland,9207.0
2020-10-31,Switzerland,0.0
2020-11-01,Switzerland,0.0
2020-11-02,Switzerland,21926.0
2020-11-03,Switzerland,6126.0
2020-11-04,Switzerland,10073.0
2020-11-05,Switzerland,10128.0
2020-11-06,Switzerland,9409.0
2020-11-07,Switzerland,0.0
2020-11-08,Switzerland,0.0
2020-11-09,Switzerland,17309.0
2020-11-10,Switzerland,5980.0
2020-11-11,Switzerland,8270.0
2020-11-12,Switzerland,6924.0
2020-11-13,Switzerland,6739.0
2020-11-14,Switzerland,0.0
2020-11-15,Switzerland,0.0
2020-11-16,Switzerland,12839.0
2020-11-17,Switzerland,4560.0
2020-11-18,Switzerland,6114.0
2020-11-19,Switzerland,5007.0
2020-11-20,Switzerland,4946.0
2020-11-21,Switzerland,0.0
2020-11-22,Switzerland,0.0
2020-11-23,Switzerland,9751.0
2020-11-24,Switzerland,4241.0
2020-11-25,Switzerland,4876.0
2020-11-26,Switzerland,4509.0
2020-11-27,Switzerland,4312.0
2020-11-28,Switzerland,0.0
2020-11-29,Switzerland,0.0
2020-11-30,Switzerland,8782.0
2020-12-01,Switzerland,3802.0
2020-12-02,Switzerland,4786.0
2020-12-03,Switzerland,4455.0
2020-12-04,Switzerland,4382.0
2020-12-05,Switzerland,0.0
2020-12-06,Switzerland,0.0
2020-12-07,Switzerland,9809.0
2020-12-08,Switzerland,4262.0
2020-12-09,Switzerland,5086.0
2020-12-10,Switzerland,5041.0
2020-12-11,Switzerland,5136.0
2020-12-12,Switzerland,0.0
2020-12-13,Switzerland,0.0
2020-12-14,Switzerland,10726.0
2020-12-15,Switzerland,4271.0
2020-12-16,Switzerland,5625.0
2020-12-17,Switzerland,5058.0
2020-12-18,Switzerland,4478.0
2020-12-19,Switzerland,0.0
2020-12-20,Switzerland,0.0
2020-12-21,Switzerland,10002.0
2020-12-22,Switzerland,4275.0
2020-12-23,Switzerland,5033.0
2020-12-24,Switzerland,4898.0
2020-12-25,Switzerland,0.0
2020-12-26,Switzerland,0.0
2020-12-27,Switzerland,0.0
2020-12-28,Switzerland,10087.0
2020-12-29,Switzerland,4197.0
2020-12-30,Switzerland,5424.0
2020-12-31,Switzerland,4391.0
2021-01-01,Switzerland,0.0
2021-01-02,Switzerland,0.0
2021-01-03,Switzerland,0.0
2021-01-04,Switzerland,9665.0
2021-01-05,Switzerland,4020.0
2021-01-06,Switzerland,4808.0
2021-01-07,Switzerland,3975.0
2021-01-08,Switzerland,3219.0
2021-01-09,Switzerland,0.0
2021-01-10,Switzerland,0.0
2021-01-11,Switzerland,6523.0
2021-01-12,Switzerland,2851.0
2021-01-13,Switzerland,3001.0
2021-01-14,Switzerland,2474.0
2021-01-15,Switzerland,2396.0
2021-01-16,Switzerland,0.0
2021-01-17,Switzerland,0.0
2021-01-18,Switzerland,4703.0
2021-01-19,Switzerland,2260.0
2021-01-20,Switzerland,2727.0
2021-01-21,Switzerland,2205.0
2021-01-22,Switzerland,2156.0
2021-01-23,Switzerland,0.0
2021-01-24,Switzerland,0.0
2021-01-25,Switzerland,4320.0
2021-01-26,Switzerland,1884.0
2021-01-27,Switzerland,2222.0
2021-01-28,Switzerland,1699.0
2021-01-29,Switzerland,1916.0
2021-01-30,Switzerland,0.0
2021-01-31,Switzerland,0.0
2021-02-01,Switzerland,3775.0
2021-02-02,Switzerland,1633.0
2021-02-03,Switzerland,1796.0
2021-02-04,Switzerland,1765.0
2021-02-05,Switzerland,1584.0
2021-02-06,Switzerland,0.0
2021-02-07,Switzerland,0.0
2021-02-08,Switzerland,3280.0
2021-02-09,Switzerland,1363.0
2021-02-10,Switzerland,1602.0
2021-02-11,Switzerland,1356.0
2021-02-12,Switzerland,1253.0
2021-02-13,Switzerland,0.0
2021-02-14,Switzerland,0.0
2021-02-15,Switzerland,2480.0
2021-02-16,Switzerland,1075.0
2021-02-17,Switzerland,1253.0
2021-02-18,Switzerland,1219.0
2021-02-19,Switzerland,1021.0
2021-02-20,Switzerland,0.0
2021-02-21,Switzerland,0.0
2021-02-22,Switzerland,2449.0
2021-02-23,Switzerland,1131.0
2021-02-24,Switzerland,1343.0
2021-02-25,Switzerland,1169.0
2021-02-26,Switzerland,1065.0
2021-02-27,Switzerland,0.0
2021-02-28,Switzerland,0.0
2021-03-01,Switzerland,2560.0
2021-03-02,Switzerland,1130.0
2021-03-03,Switzerland,1223.0
2021-03-04,Switzerland,1223.0
2021-03-05,Switzerland,1222.0
2021-03-06,Switzerland,0.0
2021-03-07,Switzerland,0.0
2021-03-08,Switzerland,2744.0
2021-03-09,Switzerland,1378.0
2021-03-10,Switzerland,1491.0
2021-03-11,Switzerland,1409.0
2021-03-12,Switzerland,1333.0
2021-03-13,Switzerland,0.0
2021-03-14,Switzerland,0.0
2021-03-15,Switzerland,3170.0
2021-03-16,Switzerland,1438.0
2021-03-17,Switzerland,1858.0
2021-03-18,Switzerland,1750.0
2021-03-19,Switzerland,1748.0
2021-03-20,Switzerland,0.0
2021-03-21,Switzerland,0.0
2021-03-22,Switzerland,3643.0
2021-03-23,Switzerland,1844.0
2021-03-24,Switzerland,2022.0
2021-03-25,Switzerland,2046.0
2021-03-26,Switzerland,2053.0
2021-03-27,Switzerland,0.0
2021-03-28,Switzerland,0.0
2021-03-29,Switzerland,4573.0
2021-03-30,Switzerland,1923.0
2021-03-31,Switzerland,2411.0
2021-04-01,Switzerland,1968.0
2021-04-02,Switzerland,2250.0
2021-04-03,Switzerland,0.0
2021-04-04,Switzerland,0.0
2021-04-05,Switzerland,0.0
2021-04-06,Switzerland,4932.0
2021-04-07,Switzerland,2301.0
2021-04-08,Switzerland,2449.0
2021-04-09,Switzerland,2519.0
2021-04-10,Switzerland,0.0
2021-04-11,Switzerland,0.0
2021-04-12,Switzerland,5583.0
2021-04-13,Switzerland,2241.0
2021-04-14,Switzerland,2601.0
2021-04-15,Switzerland,2226.0
2021-04-16,Switzerland,2205.0
2021-04-17,Switzerland,0.0
2021-04-18,Switzerland,0.0
2021-04-19,Switzerland,4905.0
2021-04-20,Switzerland,2141.0
2021-04-21,Switzerland,2686.0
2021-04-22,Switzerland,2265.0
2021-04-23,Switzerland,2113.0
2021-04-24,Switzerland,0.0
2021-04-25,Switzerland,0.0
2021-04-26,Switzerland,5313.0
2021-04-27,Switzerland,2135.0
2021-04-28,Switzerland,2120.0
2021-04-29,Switzerland,2066.0
2021-04-30,Switzerland,1831.0
2021-05-01,Switzerland,0.0
2021-05-02,Switzerland,0.0
