date,location,new_cases_per_million,total_cases_per_million,total_deaths_per_million,total_vaccinations_per_hundred
2021-05-18,Liechtenstein,52.443000000000005,78453.995,1520.8329999999999,45.72
2021-05-19,Liechtenstein,26.221,78480.216,1520.8329999999999,47.14
2021-05-20,Liechtenstein,26.221,78506.437,1520.8329999999999,48.56
2021-05-21,Liechtenstein,78.664,78585.101,1520.8329999999999,50.02
2021-05-22,Liechtenstein,26.221,78611.322,1520.8329999999999,50.02
2021-05-23,Liechtenstein,52.443000000000005,78663.765,1520.8329999999999,50.02
2021-05-24,Liechtenstein,0.0,78663.765,1520.8329999999999,50.02
2021-05-25,Liechtenstein,52.443000000000005,78716.207,1520.8329999999999,51.49
2021-05-26,Liechtenstein,0.0,78716.207,1520.8329999999999,52.92
2021-05-27,Liechtenstein,104.885,78821.092,1520.8329999999999,54.41
2021-05-28,Liechtenstein,0.0,78821.092,1520.8329999999999,55.8
2021-05-29,Liechtenstein,52.443000000000005,78873.535,1520.8329999999999,55.8
2021-05-30,Liechtenstein,0.0,78873.535,1520.8329999999999,55.8
2021-05-31,Liechtenstein,104.885,78978.42,1520.8329999999999,57.26
2021-06-01,Liechtenstein,0.0,78978.42,1520.8329999999999,58.7
2021-06-02,Liechtenstein,104.885,79083.305,1520.8329999999999,60.16
2021-06-03,Liechtenstein,26.221,79109.526,1520.8329999999999,61.6
2021-06-04,Liechtenstein,52.443000000000005,79161.969,1520.8329999999999,63.07
2021-06-05,Liechtenstein,26.221,79188.19,1520.8329999999999,63.07
2021-06-06,Liechtenstein,52.443000000000005,79240.632,1520.8329999999999,63.07
2021-06-07,Liechtenstein,0.0,79240.632,1520.8329999999999,64.59
2021-06-08,Liechtenstein,0.0,79240.632,1520.8329999999999,66.11
2021-06-09,Liechtenstein,0.0,79240.632,1520.8329999999999,67.6
2021-06-10,Liechtenstein,26.221,79266.854,1520.8329999999999,
2021-06-11,Liechtenstein,26.221,79293.075,1547.0539999999999,
2021-06-12,Liechtenstein,52.443000000000005,79345.517,1547.0539999999999,
2021-06-13,Liechtenstein,0.0,79345.517,1547.0539999999999,
2021-06-14,Liechtenstein,0.0,79345.517,1547.0539999999999,
2021-06-15,Liechtenstein,0.0,79345.517,1547.0539999999999,
